CustomerID,PurchaseFrequency,TotalQuantity,AvgUnitPrice,TotalSpend,LastInvoiceDate,Country,ReturnedQuantity,Recency,AvgOrderValue,Churn,ReturnRate
12413.0,3,286,4.8,758.1,2011-10-04 09:00:00,France,4.0,66,252.7,0,0.01
12414.0,3,300,8.57,562.41,2011-05-06 14:51:00,Austria,0.0,216,187.47,0,0.0
12415.0,21,77670,2.93,124914.53,2011-11-15 14:22:00,Australia,428.0,23,5948.31,0,0.01
12417.0,9,1552,5.34,3649.1,2011-12-06 14:52:00,Belgium,13.0,2,405.46,0,0.01
12418.0,1,407,3.56,668.58,2011-08-19 11:08:00,Switzerland,0.0,112,668.58,1,0.0
12420.0,1,345,4.71,600.39,2011-10-07 08:55:00,Cyprus,0.0,63,600.39,1,0.0
12421.0,4,484,4.52,807.04,2011-11-24 09:07:00,Spain,1.0,15,201.76,0,0.0
12422.0,3,370,3.26,803.56,2011-09-05 09:48:00,Australia,0.0,95,267.85,0,0.0
12423.0,8,1339,2.91,1859.31,2011-12-09 10:10:00,Belgium,12.0,0,232.41,0,0.01
12424.0,2,740,2.78,1760.96,2011-06-30 12:06:00,Australia,0.0,162,880.48,0,0.0
12425.0,1,496,2.56,777.2,2011-09-22 17:31:00,Portugal,0.0,77,777.2,1,0.0
12426.0,1,258,3.94,582.73,2011-05-29 12:26:00,Germany,0.0,194,582.73,1,0.0
12427.0,3,533,4.59,825.8,2011-11-18 08:56:00,Germany,297.0,21,275.27,0,0.36
12428.0,9,3536,4.63,7956.46,2011-11-14 08:22:00,Finland,33.0,25,884.05,0,0.01
12429.0,4,1557,3.63,3750.4,2011-11-30 17:22:00,Denmark,0.0,8,937.6,0,0.0
12430.0,1,117,6.23,256.4,2011-10-27 15:09:00,Norway,0.0,42,256.4,1,0.0
12431.0,15,2918,3.77,6487.45,2011-11-04 11:55:00,Australia,50.0,35,432.5,0,0.02
12432.0,5,1801,10.55,5059.32,2011-10-28 11:43:00,Norway,0.0,42,1011.86,0,0.0
12433.0,7,11071,2.19,13375.87,2011-12-09 10:02:00,Norway,0.0,0,1910.84,0,0.0
12434.0,2,394,3.67,806.14,2011-09-16 12:38:00,Australia,21.0,84,403.07,0,0.05
12435.0,2,2055,5.48,7829.89,2011-09-21 09:06:00,Denmark,0.0,79,3914.94,0,0.0
12436.0,1,211,5.27,509.01,2011-09-01 12:09:00,Norway,0.0,99,509.01,1,0.0
12437.0,18,2923,3.99,4951.41,2011-12-08 11:35:00,France,5.0,1,275.08,0,0.0
12438.0,2,1180,3.89,2906.85,2011-11-25 13:28:00,Norway,0.0,13,1453.42,0,0.0
12441.0,1,121,3.7,173.55,2010-12-08 10:45:00,France,0.0,366,173.55,1,0.0
12442.0,1,182,3.34,172.06,2011-12-06 14:22:00,Spain,0.0,2,172.06,1,0.0
12444.0,5,1155,6.32,5005.46,2011-11-18 13:23:00,Norway,0.0,20,1001.09,0,0.0
12445.0,1,62,7.99,133.4,2011-11-17 18:43:00,Spain,0.0,21,133.4,1,0.0
12446.0,1,352,4.28,1002.31,2011-10-13 12:50:00,RSA,0.0,57,1002.31,1,0.0
12447.0,1,190,3.57,476.49,2011-04-10 13:25:00,Belgium,0.0,242,476.49,1,0.0
12448.0,1,243,5.95,449.45,2011-10-26 13:46:00,Spain,0.0,43,449.45,1,0.0
12449.0,4,1553,3.69,4067.29,2011-11-17 13:46:00,Belgium,0.0,21,1016.82,0,0.0
12450.0,2,128,1.62,197.88,2011-07-06 14:41:00,Spain,0.0,155,98.94,0,0.0
12451.0,5,6575,2.45,9035.52,2011-11-29 08:40:00,Switzerland,120.0,10,1807.1,0,0.02
12452.0,2,185,4.49,430.57,2011-11-23 10:28:00,Switzerland,2.0,16,215.28,0,0.01
12453.0,1,473,2.39,707.09,2011-07-28 14:08:00,Austria,0.0,133,707.09,1,0.0
12454.0,1,1006,7.28,3528.34,2011-10-14 17:13:00,Spain,1006.0,55,3528.34,1,0.5
12455.0,6,2089,3.17,2466.86,2011-09-27 15:31:00,Cyprus,0.0,72,411.14,0,0.0
12456.0,3,1633,3.62,3181.04,2011-10-26 14:41:00,Switzerland,17.0,43,1060.35,0,0.01
12457.0,7,844,5.27,2363.23,2011-10-04 13:13:00,Switzerland,149.0,65,337.6,0,0.15
12458.0,2,506,4.33,947.4,2011-09-29 15:25:00,Switzerland,0.0,70,473.7,0,0.0
12461.0,2,287,4.26,826.88,2011-09-06 16:57:00,Switzerland,0.0,93,413.44,0,0.0
12462.0,2,536,4.69,1189.59,2011-11-21 09:11:00,Spain,22.0,18,594.79,0,0.04
12463.0,4,776,3.04,1344.78,2011-10-17 13:44:00,Belgium,19.0,52,336.2,0,0.02
12464.0,8,112,11.83,1212.05,2011-11-29 13:33:00,Belgium,0.0,9,151.51,0,0.0
12465.0,2,479,2.76,742.19,2011-11-22 16:34:00,Belgium,4.0,16,371.1,0,0.01
12468.0,2,366,3.51,729.54,2011-06-05 11:36:00,Germany,2.0,187,364.77,0,0.01
12471.0,30,8212,4.3,19824.05,2011-12-07 15:43:00,Germany,247.0,1,660.8,0,0.03
12472.0,7,4148,2.4,6572.11,2011-11-07 14:01:00,Germany,128.0,31,938.87,0,0.03
12473.0,5,2439,8.32,3938.55,2011-11-10 13:46:00,Germany,76.0,28,787.71,0,0.03
12474.0,18,4847,2.87,7375.79,2011-11-22 14:39:00,Germany,83.0,16,409.77,0,0.02
12475.0,1,535,2.94,723.38,2011-10-17 10:10:00,Germany,0.0,53,723.38,1,0.0
12476.0,11,2408,4.83,6816.42,2011-11-24 12:40:00,Germany,71.0,15,619.67,0,0.03
12477.0,6,3653,4.38,13219.74,2011-11-17 09:51:00,Germany,33.0,22,2203.29,0,0.01
12478.0,1,236,4.54,680.99,2011-12-06 09:56:00,Greece,0.0,3,680.99,1,0.0
12479.0,1,385,2.67,527.2,2011-11-28 13:26:00,Germany,34.0,10,527.2,1,0.08
12480.0,4,1707,3.13,3281.63,2011-11-11 14:52:00,Germany,0.0,27,820.41,0,0.0
12481.0,10,3304,3.41,5596.32,2011-11-17 08:29:00,Germany,14.0,22,559.63,0,0.0
12483.0,8,1110,5.2,2484.98,2011-11-22 17:02:00,Sweden,13.0,16,310.62,0,0.01
12484.0,6,2191,3.13,4541.72,2011-11-07 11:37:00,Spain,6.0,32,756.95,0,0.0
12488.0,3,529,3.73,1298.66,2011-11-30 08:50:00,France,0.0,9,432.89,0,0.0
12489.0,1,105,5.91,334.93,2011-01-07 13:13:00,France,0.0,335,334.93,1,0.0
12490.0,10,3064,2.69,5417.93,2011-12-04 16:07:00,France,0.0,4,541.79,0,0.0
12491.0,1,260,3.38,460.4,2011-11-01 12:18:00,France,0.0,38,460.4,1,0.0
12492.0,2,192,3.35,263.21,2011-10-07 15:15:00,Germany,0.0,62,131.61,0,0.0
12493.0,2,207,4.31,433.74,2011-06-27 10:17:00,France,1.0,165,216.87,0,0.0
12494.0,7,707,3.86,1246.1,2011-11-24 09:34:00,France,17.0,15,178.01,0,0.02
12497.0,1,1236,2.06,1043.1,2011-09-19 12:29:00,Germany,0.0,81,1043.1,1,0.0
12498.0,3,159,4.2,403.7,2011-11-18 12:53:00,Germany,0.0,20,134.57,0,0.0
12500.0,11,2678,5.64,4257.82,2011-11-16 16:20:00,Germany,7.0,22,387.07,0,0.0
12501.0,1,1783,2.41,2169.39,2011-01-07 12:28:00,Germany,61.0,336,2169.39,1,0.03
12502.0,5,820,6.43,3723.87,2011-09-05 11:52:00,Spain,0.0,95,744.77,0,0.0
12504.0,2,90,9.01,482.05,2011-11-21 16:02:00,Germany,39.0,17,241.02,0,0.3
12506.0,1,23,3.2,73.5,2011-04-21 08:54:00,France,0.0,232,73.5,1,0.0
12507.0,3,905,4.64,1304.81,2011-07-28 17:09:00,Spain,11.0,133,434.94,0,0.01
12508.0,2,272,1.72,398.27,2011-11-13 15:37:00,France,0.0,25,199.14,0,0.0
12509.0,1,55,5.56,176.5,2011-02-28 14:45:00,France,0.0,283,176.5,1,0.0
12510.0,2,353,4.26,982.57,2011-07-20 10:15:00,Spain,0.0,142,491.28,0,0.0
12512.0,2,99,2.58,138.03,2011-10-04 14:55:00,Israel,0.0,65,69.02,0,0.0
12513.0,1,462,2.18,612.29,2011-08-19 10:51:00,France,6.0,112,612.29,1,0.01
12514.0,1,440,3.3,1017.68,2011-03-17 16:38:00,Italy,0.0,266,1017.68,1,0.0
12515.0,1,131,6.78,383.7,2010-12-21 15:43:00,Italy,0.0,352,383.7,1,0.0
12516.0,2,875,2.73,1312.06,2011-09-23 09:13:00,Germany,0.0,77,656.03,0,0.0
12517.0,5,1371,2.35,2502.84,2011-11-11 14:04:00,Germany,23.0,27,500.57,0,0.02
12518.0,5,1318,2.84,2056.89,2011-12-09 10:13:00,Germany,0.0,0,411.38,0,0.0
12519.0,1,183,2.99,340.84,2011-10-07 09:26:00,Germany,0.0,63,340.84,1,0.0
12520.0,5,1439,3.29,2634.26,2011-09-21 15:23:00,Germany,9.0,78,526.85,0,0.01
12521.0,1,309,3.0,599.68,2011-07-20 10:51:00,Germany,0.0,142,599.68,1,0.0
12522.0,2,194,5.0,192.72,2011-10-31 15:30:00,Germany,0.0,38,96.36,0,0.0
12523.0,11,865,4.94,1789.77,2011-11-20 12:55:00,France,4.0,18,162.71,0,0.0
12524.0,8,3699,2.92,4485.72,2011-11-30 15:31:00,Germany,0.0,8,560.72,0,0.0
12526.0,3,632,3.35,1316.66,2011-12-09 12:09:00,Germany,0.0,0,438.89,0,0.0
12527.0,3,234,2.93,348.71,2011-09-19 11:55:00,Germany,0.0,81,116.24,0,0.0
12528.0,6,756,5.49,1933.48,2011-11-30 14:40:00,Germany,6.0,8,322.25,0,0.01
12530.0,4,913,3.89,1662.28,2011-10-11 12:34:00,Germany,13.0,59,415.57,0,0.01
12531.0,1,45,3.81,125.22,2011-11-25 11:12:00,Germany,0.0,14,125.22,1,0.0
12532.0,1,153,3.7,349.83,2011-11-09 13:47:00,France,0.0,29,349.83,1,0.0
12534.0,1,651,3.04,1089.18,2011-08-01 10:26:00,Germany,0.0,130,1089.18,1,0.0
12535.0,2,219,4.45,716.35,2011-09-09 08:48:00,France,0.0,91,358.18,0,0.0
12536.0,3,2803,34.75,12601.83,2011-10-27 14:20:00,France,151.0,42,4200.61,0,0.05
12538.0,1,191,3.64,363.95,2011-11-10 17:16:00,Spain,0.0,28,363.95,1,0.0
12539.0,4,2067,4.18,5568.35,2011-11-17 13:30:00,Spain,1.0,21,1392.09,0,0.0
12540.0,17,6685,3.85,13400.24,2011-11-20 11:31:00,Spain,8.0,19,788.25,0,0.0
12541.0,3,680,3.62,981.18,2011-11-10 10:40:00,Spain,0.0,29,327.06,0,0.0
12544.0,1,136,4.11,372.7,2011-11-03 16:15:00,Spain,4.0,35,372.7,1,0.03
12545.0,2,523,4.02,1000.39,2011-09-25 13:39:00,Spain,0.0,74,500.2,0,0.0
12546.0,2,633,3.2,1161.5,2011-10-24 12:09:00,Spain,16.0,46,580.75,0,0.02
12547.0,2,134,7.95,207.8,2011-05-26 12:38:00,Spain,0.0,197,103.9,0,0.0
12548.0,1,49,6.72,95.2,2011-06-26 15:35:00,Spain,0.0,165,95.2,1,0.0
12550.0,1,569,3.09,964.83,2011-09-21 14:35:00,Spain,0.0,78,964.83,1,0.0
12551.0,1,100,1.68,168.0,2010-12-17 11:23:00,Spain,0.0,357,168.0,1,0.0
12552.0,2,88,9.12,437.82,2011-11-01 10:02:00,Italy,0.0,38,218.91,0,0.0
12553.0,10,1965,3.2,3692.28,2011-12-01 16:38:00,France,41.0,7,369.23,0,0.02
12556.0,2,358,2.66,603.71,2011-10-20 13:06:00,Spain,0.0,49,301.86,0,0.0
12557.0,5,4384,2.18,11990.96,2011-11-23 16:59:00,Spain,0.0,15,2398.19,0,0.0
12558.0,1,196,1.25,269.96,2011-12-02 10:41:00,USA,196.0,7,269.96,1,0.5
12559.0,2,283,3.55,561.71,2011-02-02 09:49:00,Germany,2.0,310,280.86,0,0.01
12560.0,3,1110,2.86,2134.01,2011-12-04 13:54:00,Germany,32.0,4,711.34,0,0.03
12561.0,1,177,2.96,238.85,2011-02-10 11:39:00,Germany,0.0,302,238.85,1,0.0
12562.0,7,1779,3.19,3781.74,2011-12-01 17:20:00,France,0.0,7,540.25,0,0.0
12564.0,1,133,5.58,456.9,2011-03-23 14:55:00,France,0.0,260,456.9,1,0.0
12565.0,1,80,2.35,145.92,2011-02-24 10:34:00,Saudi Arabia,5.0,288,145.92,1,0.06
12566.0,1,265,3.9,351.65,2011-09-14 14:30:00,Germany,1.0,85,351.65,1,0.0
12567.0,10,4305,3.41,9401.28,2011-11-17 11:02:00,France,216.0,22,940.13,0,0.05
12569.0,32,1801,5.43,4124.69,2011-12-07 16:24:00,Germany,8.0,1,128.9,0,0.0
12571.0,2,523,1.32,519.61,2011-10-31 10:19:00,France,0.0,39,259.8,0,0.0
12572.0,2,452,4.23,1020.42,2011-12-01 09:20:00,Germany,2.0,8,510.21,0,0.0
12573.0,1,84,2.1,160.54,2011-04-26 15:52:00,France,0.0,226,160.54,1,0.0
12574.0,1,61,5.2,218.45,2011-01-28 09:20:00,France,0.0,315,218.45,1,0.0
12576.0,5,967,2.4,1315.83,2011-11-04 10:11:00,Poland,3.0,35,263.17,0,0.0
12577.0,3,472,1.8,657.8,2011-11-04 13:24:00,France,6.0,34,219.27,0,0.01
12578.0,2,1196,3.16,2794.51,2011-11-18 13:30:00,Italy,25.0,20,1397.26,0,0.02
12579.0,1,285,3.34,440.42,2011-09-22 17:15:00,France,7.0,77,440.42,1,0.02
12580.0,1,238,2.61,415.7,2011-04-07 10:24:00,Germany,0.0,246,415.7,1,0.0
12581.0,1,161,2.89,197.71,2011-10-31 08:56:00,Germany,0.0,39,197.71,1,0.0
12582.0,2,300,5.23,511.36,2011-04-15 08:45:00,Finland,0.0,238,255.68,0,0.0
12583.0,15,5060,3.1,7281.38,2011-12-07 08:07:00,France,51.0,2,485.43,0,0.01
12584.0,9,416,7.48,2338.15,2011-12-06 09:35:00,Italy,62.0,3,259.79,0,0.13
12585.0,2,1279,3.46,2040.1,2011-04-19 13:39:00,Germany,21.0,233,1020.05,0,0.02
12586.0,1,79,4.19,196.94,2011-11-22 16:24:00,Italy,2.0,16,196.94,1,0.02
12587.0,1,51,11.56,144.0,2011-12-02 12:47:00,Finland,0.0,7,144.0,1,0.0
12588.0,1,53,9.58,214.9,2011-10-31 15:01:00,Finland,0.0,38,214.9,1,0.0
12589.0,2,306,4.5,646.68,2011-11-11 10:19:00,France,0.0,28,323.34,0,0.0
12590.0,2,4283,10.55,9864.26,2011-05-12 14:52:00,Germany,4.0,210,4932.13,0,0.0
12591.0,1,228,3.78,452.85,2011-01-26 14:35:00,Italy,0.0,316,452.85,1,0.0
12592.0,2,290,3.31,437.6,2011-09-08 15:04:00,Germany,0.0,91,218.8,0,0.0
12593.0,3,206,2.65,418.1,2011-08-23 12:43:00,France,0.0,108,139.37,0,0.0
12594.0,10,1777,3.02,3338.22,2011-11-02 12:20:00,Italy,1.0,37,333.82,0,0.0
12596.0,2,474,4.41,618.27,2011-10-19 13:02:00,Spain,0.0,50,309.14,0,0.0
12597.0,4,2236,3.94,3811.22,2011-11-20 13:33:00,Spain,49.0,18,952.8,0,0.02
12598.0,8,1964,2.84,3023.08,2011-11-30 12:18:00,France,24.0,9,377.88,0,0.01
12599.0,7,956,3.0,1032.58,2011-11-10 13:34:00,France,0.0,28,147.51,0,0.0
12600.0,10,774,5.47,2599.04,2011-11-11 10:29:00,Germany,1.0,28,259.9,0,0.0
12601.0,5,245,6.51,577.06,2011-06-03 10:17:00,Germany,1.0,189,115.41,0,0.0
12602.0,1,162,1.97,153.12,2011-10-12 11:22:00,France,0.0,58,153.12,1,0.0
12603.0,1,64,9.65,739.2,2011-11-18 10:42:00,Germany,0.0,21,739.2,1,0.0
12604.0,2,201,2.59,254.18,2011-09-21 14:08:00,France,0.0,78,127.09,0,0.0
12607.0,1,1228,2.16,1579.51,2011-10-10 16:06:00,USA,1228.0,59,1579.51,1,0.5
12609.0,3,648,3.52,1126.85,2011-09-22 16:34:00,Germany,0.0,77,375.62,0,0.0
12610.0,5,1049,5.02,2099.54,2011-11-17 09:34:00,Italy,21.0,22,419.91,0,0.02
12611.0,1,846,2.68,1193.32,2011-10-18 13:12:00,Italy,0.0,51,1193.32,1,0.0
12612.0,1,262,4.44,704.04,2011-09-26 15:35:00,Germany,11.0,73,704.04,1,0.04
12613.0,5,1644,2.87,3344.38,2011-10-13 14:59:00,Germany,48.0,56,668.88,0,0.03
12614.0,1,76,5.61,315.6,2011-03-07 10:22:00,Germany,0.0,277,315.6,1,0.0
12615.0,4,1376,3.09,2291.19,2011-12-07 15:02:00,France,0.0,1,572.8,0,0.0
12616.0,2,284,3.82,713.3,2011-09-05 15:17:00,France,11.0,94,356.65,0,0.04
12617.0,1,213,1.9,355.53,2011-11-10 14:39:00,France,0.0,28,355.53,1,0.0
12618.0,1,96,6.64,177.31,2011-11-18 11:10:00,Italy,0.0,21,177.31,1,0.0
12619.0,9,3378,7.06,3641.24,2011-11-23 14:52:00,Germany,24.0,15,404.58,0,0.01
12620.0,3,1181,2.15,1339.41,2011-11-25 10:20:00,France,0.0,14,446.47,0,0.0
12621.0,20,7440,2.89,13689.67,2011-12-08 11:25:00,Germany,36.0,1,684.48,0,0.0
12622.0,1,69,5.74,180.1,2011-04-21 16:39:00,Germany,0.0,231,180.1,1,0.0
12623.0,1,191,2.63,305.1,2011-03-08 13:50:00,Germany,0.0,275,305.1,1,0.0
12624.0,2,355,3.87,641.13,2011-08-25 15:04:00,France,0.0,105,320.56,0,0.0
12625.0,2,1612,2.17,2683.82,2011-05-12 09:54:00,Germany,35.0,211,1341.91,0,0.02
12626.0,9,3453,2.82,6620.48,2011-11-16 16:06:00,Germany,103.0,22,735.61,0,0.03
12627.0,7,2752,2.94,4478.53,2011-11-29 12:07:00,Germany,0.0,10,639.79,0,0.0
12628.0,3,448,3.59,786.46,2011-12-05 13:15:00,Germany,3.0,3,262.15,0,0.01
12630.0,2,548,4.49,1270.88,2011-11-30 10:48:00,Finland,0.0,9,635.44,0,0.0
12631.0,1,236,4.54,640.5,2011-10-13 13:53:00,Finland,0.0,56,640.5,1,0.0
12633.0,4,1162,3.21,2163.98,2011-10-12 11:40:00,Germany,13.0,58,541.0,0,0.01
12635.0,2,1172,2.52,1689.18,2011-09-11 11:04:00,Germany,0.0,89,844.59,0,0.0
12637.0,8,3002,2.66,6021.9,2011-10-03 13:46:00,France,12.0,66,752.74,0,0.0
12638.0,1,577,2.56,671.69,2011-11-06 13:11:00,Sweden,0.0,32,671.69,1,0.0
12639.0,1,201,4.92,486.1,2011-04-15 12:48:00,Sweden,0.0,238,486.1,1,0.0
12640.0,3,311,5.72,1174.58,2011-11-16 11:52:00,France,0.0,23,391.53,0,0.0
12641.0,1,72,6.96,185.9,2011-08-16 13:26:00,Sweden,0.0,114,185.9,1,0.0
12642.0,3,552,3.59,1013.26,2011-11-14 15:03:00,Germany,0.0,24,337.75,0,0.0
12643.0,6,1808,5.19,3344.64,2011-08-03 12:56:00,France,0.0,127,557.44,0,0.0
12644.0,1,325,2.8,477.91,2011-08-02 10:33:00,Germany,0.0,129,477.91,1,0.0
12645.0,4,1084,2.61,1775.18,2011-11-06 12:38:00,Germany,12.0,33,443.8,0,0.01
12646.0,2,897,2.39,1346.97,2011-12-05 10:14:00,USA,0.0,4,673.48,0,0.0
12647.0,12,1432,5.45,3722.82,2011-11-17 12:56:00,Germany,12.0,21,310.24,0,0.01
12648.0,1,160,3.17,318.05,2011-07-08 11:55:00,Germany,0.0,154,318.05,1,0.0
12649.0,3,586,2.7,623.51,2011-08-24 14:41:00,Germany,12.0,106,207.84,0,0.02
12650.0,1,254,1.93,314.44,2011-12-06 16:34:00,France,0.0,2,314.44,1,0.0
12651.0,1,78,2.24,114.0,2011-01-09 12:46:00,France,0.0,334,114.0,1,0.0
12652.0,1,505,2.9,919.98,2011-01-12 15:00:00,France,3.0,330,919.98,1,0.01
12653.0,2,919,2.59,2209.85,2011-07-14 10:41:00,Israel,0.0,148,1104.92,0,0.0
12654.0,5,264,4.42,601.98,2011-11-29 10:10:00,Germany,0.0,10,120.4,0,0.0
12656.0,5,1723,4.45,4051.17,2011-11-22 13:42:00,France,15.0,16,810.23,0,0.01
12657.0,4,1044,5.04,1643.18,2011-11-28 15:47:00,France,390.0,10,410.8,0,0.27
12658.0,1,320,4.11,686.05,2011-11-21 10:22:00,Germany,0.0,18,686.05,1,0.0
12659.0,1,105,5.31,91.68,2011-11-10 11:53:00,France,0.0,29,91.68,1,0.0
12660.0,1,127,3.87,245.1,2011-11-28 13:26:00,France,0.0,10,245.1,1,0.0
12662.0,11,2058,3.21,3849.78,2011-12-09 11:59:00,Germany,18.0,0,349.98,0,0.01
12664.0,9,1203,11.08,4881.88,2011-12-01 17:07:00,Finland,1.0,7,542.43,0,0.0
12665.0,1,37,6.83,63.0,2011-01-19 08:34:00,Germany,1.0,324,63.0,1,0.03
12667.0,1,395,3.62,620.13,2011-10-12 17:00:00,Finland,0.0,57,620.13,1,0.0
12668.0,4,1634,3.46,3807.15,2011-11-28 10:56:00,Germany,39.0,11,951.79,0,0.02
12669.0,3,1115,13.74,2744.03,2011-07-12 09:54:00,France,1.0,150,914.68,0,0.0
12670.0,5,1397,3.24,2996.05,2011-11-29 15:23:00,France,6.0,9,599.21,0,0.0
12672.0,1,78,3.79,225.9,2011-01-14 09:20:00,France,0.0,329,225.9,1,0.0
12673.0,2,351,2.93,610.52,2011-12-04 13:55:00,Germany,0.0,4,305.26,0,0.0
12674.0,4,1133,3.23,1970.6,2011-11-01 12:12:00,France,31.0,38,492.65,0,0.03
12676.0,6,670,7.03,1331.39,2011-11-15 12:25:00,Sweden,0.0,24,221.9,0,0.0
12678.0,12,10923,6.55,17628.46,2011-10-28 13:04:00,France,24.0,41,1469.04,0,0.0
12679.0,4,554,4.0,1113.02,2011-10-12 12:30:00,France,24.0,58,278.26,0,0.04
